session,run,stimActFirst,block,stimActBlock,trialNumber,stimOnset,yellowOnLeftSide,leftCanBePushed                ,winAmtLeft,winAmtRight,winAmtYellow,winAmtBlue,winAmtPushable,winAmtPullable,RT,actUsrResp                ,invalResp,yellowChosen,leftChosen,pushed,endOfMoveTime,decFBjitOnset                ,FBOnset,yellowCorrect,pushCorrect,correctChoice,wonAmount                ,totalAmount,ITIOnset
1,1,Act,Act,1,2,0.039,1,0,36,64,36,64,64,36,2.903,r,0,0,0,1,4.098,4.098,10.226,1,0,0,0,0,11.443
1,1,Act,Act,1,3,14.846,1,1,6,94,6,94,6,94,2.43,r,0,0,0,0,18.407,18.407,25.41,1,1,0,0,0,26.611
1,1,Act,Act,1,4,31.598,0,0,92,8,8,92,8,92,2.463,l,0,0,1,0,35.199,35.199,37.228,0,0,1,92,92,38.445
1,1,Act,Act,1,5,43.23,0,1,85,15,15,85,85,15,2.265,l,0,0,1,1,46.564,46.564,47.579,1,0,0,0,92,48.795
1,1,Act,Act,1,6,55.643,1,0,29,71,29,71,71,29,1.703,r,0,0,0,1,58.419,58.419,62.346,1,0,0,0,92,63.546
1,1,Act,Act,1,7,66.753,0,1,15,85,85,15,15,85,1.81,r,0,1,0,0,69.633,69.633,73.281,1,0,1,85,177,74.481
1,1,Act,Act,1,8,78.278,0,1,32,68,68,32,32,68,2.119,r,0,1,0,0,81.477,81.477,86.432,0,1,0,0,177,87.648
1,1,Act,Act,1,9,92.052,1,0,80,20,80,20,20,80,1.78,l,0,1,1,0,94.913,94.913,96.799,1,0,1,80,257,98.016
1,1,Act,Act,1,10,104,1,0,22,78,22,78,78,22,1.649,r,0,0,0,1,106.738,106.738,112.433,0,1,1,78,335,113.65
1,1,Act,Act,1,11,117.895,1,1,56,44,56,44,56,44,nan,nan,nan,nan,nan,nan,nan,120.901,123.234,0,0,nan,0,335,124.451
1,1,Act,Act,1,12,129.723,0,0,10,90,90,10,90,10,0.977,r,0,1,0,1,131.787,131.788,133.385,1,1,1,90,425,134.585
1,1,Act,Act,1,13,137.621,0,0,18,82,82,18,82,18,1.13,r,0,1,0,1,139.839,139.839,145.086,1,1,1,82,507,146.286
1,1,Act,Act,1,14,153.035,1,0,78,22,78,22,22,78,1.218,l,0,1,1,0,155.337,155.337,156.786,1,0,1,78,585,157.986
1,1,Act,Act,1,15,160.731,1,0,41,59,41,59,59,41,1.055,r,0,0,0,1,162.872,162.873,166.654,1,0,0,0,585,167.871
1,1,Act,Act,1,16,175.191,0,1,13,87,87,13,13,87,1.163,r,0,1,0,0,177.441,177.441,182.838,0,1,0,0,585,184.038
1,1,Act,Act,1,17,190.511,1,0,39,61,39,61,61,39,1.194,r,0,0,0,1,192.806,192.806,198.79,0,1,1,61,646,200.006
1,1,Act,Act,1,18,204.57,1,1,27,73,27,73,27,73,1.037,r,0,0,0,0,206.701,206.701,210.924,0,0,1,73,719,212.124
1,1,Act,Act,1,19,219.185,1,1,75,25,75,25,75,25,1.405,l,1,nan,0,nan,nan,220.591,223.941,1,1,0,0,719,225.158
1,1,Act,Act,1,20,230.729,1,1,54,46,54,46,54,46,1.096,r,0,0,0,0,232.923,232.923,235.109,0,0,1,46,765,236.325
1,1,Act,Act,1,21,238.212,1,0,18,82,18,82,82,18,1.431,r,0,0,0,1,240.744,240.744,247.61,0,1,1,82,847,248.826
1,1,Act,Act,1,22,252.954,1,0,94,6,94,6,6,94,1.222,l,0,1,1,0,255.276,255.276,258.044,1,0,1,94,941,259.26
1,1,Act,Act,1,23,265.127,0,0,56,44,44,56,44,56,1.317,l,0,0,1,0,267.551,267.551,272.361,1,1,0,0,941,273.562
1,1,Act,Act,1,24,277.54,0,1,99,1,1,99,99,1,1.138,l,0,0,1,1,279.779,279.779,281.512,1,0,0,0,941,282.712
1,1,Act,Act,1,25,284.452,1,1,73,27,73,27,73,27,1.66,l,0,1,1,1,287.217,287.218,292.33,1,1,1,73,1014,293.546
1,1,Act,Act,1,26,299.732,1,0,25,75,25,75,75,25,1.414,l,0,1,1,0,302.25,302.251,306.914,0,1,0,0,1014,308.131
1,1,Act,Act,1,27,309.437,0,0,39,61,61,39,61,39,1.443,r,0,1,0,1,311.999,311.999,318.565,1,1,1,61,1075,319.781
1,1,Act,Act,1,28,326.127,0,0,54,46,46,54,46,54,1.521,l,0,0,1,0,328.758,328.758,331.966,1,1,0,0,1075,333.183
1,1,Act,Act,1,29,338.339,1,0,3,97,3,97,97,3,1.094,r,0,0,0,1,340.544,340.544,343.45,0,1,1,97,1172,344.667
1,1,Act,Act,1,30,351.874,0,1,34,66,66,34,34,66,1.36,r,0,1,0,0,354.338,354.338,358.851,1,0,1,66,1238,360.051
1,1,Act,Act,1,31,365.495,1,0,64,36,64,36,36,64,1.789,l,0,1,1,0,368.399,368.399,369.702,1,0,1,64,1302,370.919
1,1,Act,Act,1,32,372.96,0,0,48,52,52,48,52,48,1.909,r,0,1,0,1,375.988,375.988,379.486,1,1,1,52,1354,380.703
1,1,Act,Act,1,33,383.069,0,0,87,13,13,87,13,87,1.25,l,0,0,1,0,385.438,385.438,389.52,0,0,1,87,1441,390.737
1,1,Act,Act,1,34,392.949,0,1,68,32,32,68,68,32,1.538,l,0,0,1,1,395.612,395.612,399.987,0,1,1,68,1509,401.188
1,1,Act,Act,1,35,405.915,0,0,8,92,92,8,92,8,1.273,r,0,1,0,1,408.328,408.328,409.488,1,1,1,92,1601,410.705
1,1,Act,Act,1,36,416.439,1,1,20,80,20,80,20,80,1.332,r,0,0,0,0,418.897,418.897,425.322,1,1,0,0,1601,426.539
1,1,Act,Act,1,37,429.506,0,1,90,10,10,90,90,10,1.449,l,0,0,1,1,432.087,432.088,438.807,1,0,0,0,1601,440.023
1,1,Act,Act,1,38,441.655,0,0,3,97,97,3,97,3,1.368,r,0,1,0,1,444.158,444.158,446.624,0,0,0,0,1601,447.824
1,1,Act,Act,1,39,450.333,1,1,34,66,34,66,34,66,1.325,r,0,0,0,0,452.772,452.772,459.042,0,0,1,66,1667,460.258
1,1,Act,Act,1,40,463.985,1,1,59,41,59,41,59,41,2.09,l,0,1,1,1,467.213,467.213,470.276,1,1,1,59,1726,471.492
1,1,Act,Act,1,41,472.957,0,0,1,99,99,1,99,1,1.218,r,0,1,0,1,475.311,475.311,477.926,0,0,0,0,1726,479.143
1,1,Act,Act,1,42,481.806,0,0,52,48,48,52,48,52,1.687,l,0,0,1,0,484.625,484.625,490.461,0,0,1,52,1778,491.677
1,1,Act,Act,1,43,498.352,1,1,71,29,71,29,71,29,1.508,l,0,1,1,1,501.004,501.004,506.545,0,0,0,0,1778,507.762
1,1,Act,Stim,2,44,517.803,1,0,56,44,56,44,44,56,2.159,l,0,1,1,0,521.103,521.104,527.38,1,0,1,56,1834,528.596
1,1,Act,Stim,2,45,533.348,0,1,73,27,27,73,73,27,1.465,r,0,1,0,0,535.955,535.955,538.714,1,0,1,27,1861,539.931
1,1,Act,Stim,2,46,544.523,1,1,32,68,32,68,32,68,0.958,l,0,1,1,1,546.631,546.632,553.632,1,1,1,32,1893,554.848
1,1,Act,Stim,2,47,561.967,0,0,94,6,6,94,6,94,1.098,r,0,1,0,1,564.146,564.146,567.049,1,1,1,6,1899,568.266
1,1,Act,Stim,2,48,573.887,1,0,48,52,48,52,52,48,1.079,l,0,1,1,0,576.113,576.113,577.85,1,0,1,48,1947,579.067
1,1,Act,Stim,2,49,585.845,1,0,94,6,94,6,6,94,1.022,l,0,1,1,0,588.014,588.014,589.901,0,1,0,0,1947,591.101
1,1,Act,Stim,2,50,595.226,0,1,27,73,73,27,27,73,1.209,r,0,1,0,0,597.585,597.585,602.985,1,0,1,73,2020,604.202
1,1,Act,Stim,2,51,606.297,0,0,82,18,18,82,18,82,1.105,r,0,1,0,1,608.566,608.567,615.136,0,0,0,0,2020,616.353
1,1,Act,Stim,2,52,619.785,0,1,10,90,90,10,10,90,1.135,r,0,1,0,0,622.071,622.071,626.454,1,0,1,90,2110,627.67
1,1,Act,Stim,2,53,629.028,0,1,32,68,68,32,32,68,1.042,r,0,1,0,0,631.211,631.211,638.071,1,0,1,68,2178,639.271
1,1,Act,Stim,2,54,642.121,1,1,87,13,87,13,87,13,1.017,l,0,1,1,1,644.304,644.304,649.855,1,1,1,87,2265,651.072
1,1,Act,Stim,2,55,658.043,1,1,39,61,39,61,39,61,1.68,l,0,1,1,1,660.886,660.886,662.473,1,1,1,39,2304,663.69
1,1,Act,Stim,2,56,670.924,1,1,52,48,52,48,52,48,1.349,l,0,1,1,1,673.446,673.446,679.141,1,1,1,52,2356,680.357
1,1,Act,Stim,2,57,683.511,1,0,3,97,3,97,97,3,1.596,l,0,1,1,0,686.186,686.186,690.708,0,1,0,0,2356,691.925
1,1,Act,Stim,2,58,694.913,0,1,80,20,20,80,80,20,1.096,r,0,1,0,0,697.175,697.175,702.142,1,0,1,20,2376,703.359
1,1,Act,Stim,2,59,708.857,1,0,99,1,99,1,1,99,1.035,l,0,1,1,0,711.054,711.055,716.16,0,1,0,0,2376,717.377
1,1,Act,Stim,2,60,719.043,1,0,41,59,41,59,59,41,1.367,l,0,1,1,0,721.576,721.576,724.927,1,0,1,41,2417,726.144
1,1,Act,Stim,2,61,729.721,1,0,34,66,34,66,66,34,1.223,l,0,1,1,0,732.113,732.113,738.828,0,1,0,0,2417,740.045
1,1,Act,Stim,2,62,746.606,0,1,99,1,1,99,99,1,1.84,r,0,1,0,0,749.54,749.54,753.629,0,1,0,0,2417,754.846
1,1,Act,Stim,2,63,760.064,1,1,10,90,10,90,10,90,1.365,l,0,1,1,1,762.619,762.619,766.414,1,1,1,10,2427,767.63
1,1,Act,Stim,2,64,771.657,1,1,25,75,25,75,25,75,1.356,l,0,1,1,1,774.194,774.195,777.248,1,1,1,25,2452,778.448
1,1,Act,Stim,2,65,784.398,1,0,66,34,66,34,34,66,1.5,l,0,1,1,0,787.062,787.064,792.316,0,1,0,0,2452,793.532
1,1,Act,Stim,2,66,798.928,0,0,85,15,15,85,15,85,1.454,r,0,1,0,1,801.57,801.57,806.233,0,0,0,0,2452,807.45
1,1,Act,Stim,2,67,811.78,1,0,13,87,13,87,87,13,1.287,l,0,1,1,0,814.243,814.243,816.568,1,0,1,13,2465,817.784
1,1,Act,Stim,2,68,822.254,0,1,41,59,59,41,41,59,1.313,r,0,1,0,0,824.749,824.749,826.784,0,1,0,0,2465,828.001
1,1,Act,Stim,2,69,832.913,1,0,85,15,85,15,15,85,2.222,l,0,1,1,0,836.332,836.333,842.169,1,0,1,85,2550,843.386
1,1,Act,Stim,2,70,849.217,1,0,75,25,75,25,25,75,1.136,l,0,1,1,0,851.538,851.538,855.037,0,1,0,0,2550,856.237
1,1,Act,Stim,2,71,858.067,1,1,29,71,29,71,29,71,2.136,l,0,1,1,1,861.399,861.401,865.037,0,0,0,0,2550,866.254
1,1,Act,Stim,2,72,871.316,0,1,8,92,92,8,8,92,1.655,l,0,0,1,1,874.107,874.107,880.238,0,1,1,8,2558,881.455
1,1,Act,Stim,2,73,883.012,1,1,61,39,61,39,61,39,1.86,l,0,1,1,1,886.07,886.07,887.372,1,1,1,61,2619,888.572
1,1,Act,Stim,2,74,890.985,0,1,92,8,8,92,92,8,1.97,r,0,1,0,0,894.071,894.071,895.223,1,0,1,8,2627,896.423
1,1,Act,Stim,2,75,902.512,1,0,82,18,82,18,18,82,1.544,r,0,0,0,1,905.26,905.26,906.274,0,1,1,18,2645,907.49
1,1,Act,Stim,2,76,909.418,1,0,78,22,78,22,22,78,1.972,r,0,0,0,1,912.594,912.595,917.408,0,1,1,22,2667,918.624
1,1,Act,Stim,2,77,921.955,0,1,3,97,97,3,3,97,2.019,l,0,0,1,1,925.119,925.119,931.109,0,1,1,3,2670,932.325
1,1,Act,Stim,2,78,934.932,0,1,46,54,54,46,46,54,2.011,r,0,1,0,0,938.141,938.141,940.609,0,1,0,0,2670,941.809
1,1,Act,Stim,2,79,945.574,0,0,29,71,71,29,71,29,1.302,l,0,0,1,0,948.078,948.078,952.01,1,1,0,0,2670,953.227
1,1,Act,Stim,2,80,959.927,1,1,22,78,22,78,22,78,1.717,l,0,1,1,1,962.843,962.843,965.461,0,0,0,0,2670,966.678
1,1,Act,Stim,2,81,970.573,0,0,20,80,80,20,80,20,1.155,r,0,1,0,1,972.951,972.952,977.179,1,1,1,80,2750,978.395
1,1,Act,Stim,2,82,981.086,0,0,64,36,36,64,36,64,1.192,r,0,1,0,1,983.491,983.491,989.913,1,1,1,36,2786,991.131
1,1,Act,Stim,2,83,993.429,1,0,44,56,44,56,56,44,1.167,l,0,1,1,0,995.795,995.796,998.997,0,1,0,0,2786,1000.214
1,1,Act,Stim,2,84,1006.479,1,1,64,36,64,36,64,36,1.101,l,0,1,1,1,1008.808,1008.808,1010.248,0,0,0,0,2786,1011.464
1,1,Act,Stim,2,85,1017.871,0,0,54,46,46,54,46,54,0.927,r,0,1,0,1,1020.03,1020.03,1022.215,0,0,0,0,2786,1023.432
